
 num     #instances         #bytes  class name
1361:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
1362:             6            144  com.fasterxml.jackson.annotation.JsonInclude$Include
1363:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
1364:             3            144  com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$TableInfo
1365:             3            144  com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder
1366:             3            144  com.google.protobuf.Descriptors$Descriptor
1367:             2            144  com.jolbox.bonecp.ConnectionPartition
1368:             6            144  com.jolbox.bonecp.CustomThreadFactory
1369:             6            144  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
1370:             2            144  io.netty.channel.DefaultChannelHandlerContext
1371:             6            144  io.netty.channel.VoidChannelPromise
1372:             2            144  io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig
1373:             6            144  io.netty.handler.timeout.IdleStateEvent
1374:             6            144  java.lang.StringBuilder
1375:             6            144  java.util.concurrent.ConcurrentHashMap$KeySetView
1376:             6            144  java.util.concurrent.Executors$RunnableAdapter
1377:             9            144  java.util.concurrent.SynchronousQueue$TransferStack
1378:             6            144  java.util.regex.Pattern$CharPropertyNames$2
1379:             6            144  java.util.regex.Pattern$SingleI
1380:             6            144  javax.security.auth.login.AppConfigurationEntry
1381:             6            144  jline.console.ConsoleReader$State
1382:             9            144  org.antlr.v4.runtime.atn.WildcardTransition
1383:             6            144  org.apache.hadoop.hdfs.inotify.Event$EventType
1384:             6            144  org.apache.hadoop.hdfs.inotify.Event$MetadataUpdateEvent$MetadataType
1385:             3            144  org.apache.hadoop.hdfs.protocol.LocatedBlock
1386:             6            144  org.apache.hadoop.util.Shell$OSType
1387:             3            144  org.apache.spark.network.client.TransportClientFactory
1388:             6            144  org.apache.spark.sql.catalyst.TableIdentifier
1389:             9            144  org.apache.spark.sql.catalyst.expressions.AttributeMap
1390:             3            144  org.apache.spark.sql.execution.datasources.HadoopFsRelation
1391:             9            144  org.apache.xerces.util.AugmentationsImpl
1392:             6            144  org.codehaus.jackson.annotate.JsonAutoDetect$Visibility
1393:             1            144  org.datanucleus.store.rdbms.RDBMSStoreManager
1394:             6            144  org.datanucleus.store.rdbms.identifier.IdentifierCase
1395:             6            144  org.datanucleus.store.rdbms.mapping.datastore.DoubleRDBMSMapping
1396:             6            144  org.datanucleus.store.schema.naming.NamingCase
1397:             6            144  org.spark_project.jetty.http.pathmap.PathSpecGroup
1398:             9            144  org.spark_project.jetty.util.thread.Locker$Lock
1399:             1            144  scala.reflect.internal.Mirrors$Roots$EmptyPackageClass
1400:             1            144  scala.reflect.internal.Mirrors$Roots$RootClass
1401:             6            144  scala.sys.PropImpl
1402:             1            144  scala.tools.nsc.Global$specializeTypes$
1403:             1            144  scala.tools.nsc.backend.jvm.BTypesFromSymbols
1404:             6            144  sun.misc.JarIndex
1405:             6            144  sun.misc.PerfCounter
1406:             6            144  sun.misc.URLClassPath$FileLoader
1407:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
1408:             1            136  [Ljava.time.temporal.ChronoField;
1409:             1            136  org.apache.spark.scheduler.TaskSchedulerImpl
1410:             1            136  org.apache.spark.storage.BlockManager
1411:             1            136  scala.tools.nsc.Global$genASM$
1412:             1            136  scala.tools.nsc.settings.ScalaSettings$YoptChoices$
1413:             4            128  [Lcom.google.common.collect.MapMakerInternalMap$EntryFactory;
1414:             2            128  [Lorg.apache.hadoop.hive.metastore.api.StorageDescriptor$_Fields;
1415:             2            128  [Lorg.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcResponseHeaderProto$RpcErrorCodeProto;
1416:             4            128  [Lorg.spark_project.guava.collect.MapMakerInternalMap$EntryFactory;
1417:             4            128  com.fasterxml.jackson.core.io.SerializedString
1418:             8            128  com.google.common.cache.LocalCache$WriteQueue
1419:             2            128  com.google.protobuf.DescriptorProtos$FileOptions
1420:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
1421:             2            128  io.netty.channel.ChannelOutboundBuffer
1422:             2            128  java.io.ExpiringCache$1
1423:             4            128  java.lang.Throwable
1424:             4            128  java.lang.UNIXProcess$Platform
1425:             4            128  java.net.Socket
1426:             4            128  java.util.UUID
1427:             8            128  java.util.regex.Pattern$CharPropertyNames$3
1428:             4            128  javax.management.MBeanConstructorInfo
1429:             4            128  net.jpountz.util.Native$OS
1430:             4            128  oracle.jdbc.driver.T4C7Ocommoncall
1431:             4            128  oracle.jdbc.driver.T4C8Oclose
1432:             4            128  oracle.jdbc.driver.T4CTTIOtxen
1433:             4            128  oracle.jdbc.driver.T4CTTIk2rpc
1434:             4            128  oracle.jdbc.driver.T4CTTIoexec
1435:             4            128  oracle.jdbc.driver.T4CTTIofetch
1436:             4            128  oracle.jdbc.driver.T4CTTIoscid
1437:             4            128  oracle.jdbc.driver.T4CTTIoses
1438:             4            128  oracle.jdbc.driver.T4CTTIsto
1439:             4            128  oracle.net.ns.NSProtocol
1440:             4            128  oracle.net.nt.TcpNTAdapter
1441:             4            128  oracle.net.resolver.AddrResolution
1442:             4            128  org.apache.hadoop.fs.permission.FsPermission
1443:             4            128  org.apache.hadoop.hdfs.protocol.proto.ClientNamenodeProtocolProtos$DatanodeReportTypeProto
1444:             4            128  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$StorageTypeProto
1445:             4            128  org.apache.hadoop.hdfs.server.namenode.startupprogress.Phase
1446:             2            128  org.apache.hadoop.hive.conf.HiveConf
1447:             4            128  org.apache.hadoop.hive.metastore.api.AddDynamicPartitions$_Fields
1448:             4            128  org.apache.hadoop.hive.metastore.api.HiveObjectPrivilege$_Fields
1449:             4            128  org.apache.hadoop.hive.metastore.api.LockRequest$_Fields
1450:             4            128  org.apache.hadoop.hive.metastore.api.PartitionsStatsRequest$_Fields
1451:             4            128  org.apache.hadoop.hive.metastore.api.Type$_Fields
1452:             2            128  org.apache.hadoop.metrics2.lib.Interns$CacheWith2Keys$1
1453:             4            128  org.apache.log4j.helpers.PatternParser$LiteralPatternConverter
1454:             4            128  org.apache.parquet.hadoop.metadata.CompressionCodecName
1455:             8            128  org.apache.spark.MapOutputTrackerMaster$MessageLoop
1456:             8            128  org.apache.spark.internal.config.ConfigBuilder$$anonfun$longConf$1
1457:             8            128  org.apache.spark.rpc.netty.Dispatcher$MessageLoop
1458:             2            128  org.apache.spark.sql.catalyst.expressions.Add
1459:             1            128  org.apache.spark.sql.catalyst.util.DateTimeUtils$
1460:             1            128  org.apache.spark.ui.SparkUI
1461:             1            128  org.apache.spark.ui.jobs.JobProgressListener
1462:             1            128  org.datanucleus.api.jdo.metadata.JDOMetaDataManager
1463:             1            128  org.datanucleus.store.rdbms.query.QueryToSQLMapper
1464:             8            128  org.datanucleus.store.rdbms.sql.expression.SQLExpression$ColumnExpressionList
1465:             4            128  org.spark_project.guava.hash.MessageDigestHashFunction
1466:             4            128  org.spark_project.jetty.http.HttpScheme
1467:             4            128  parquet.hadoop.metadata.CompressionCodecName
1468:             4            128  scala.tools.nsc.Reporting$PerRunReporting$ConditionalWarning
1469:             2            128  scala.tools.nsc.settings.MutableSettings$ScalaVersionSetting
1470:             1            128  scala.tools.nsc.settings.Warnings$LintWarnings$
1471:             4            120  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
1472:             1            120  [Loracle.jdbc.util.SQLStateMapping;
1473:             3            120  [Lorg.codehaus.jackson.annotate.JsonMethod;
1474:             5            120  com.codahale.metrics.Histogram
1475:             3            120  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
1476:             3            120  com.fasterxml.jackson.module.scala.introspect.PropertyDescriptor
1477:             3            120  com.google.common.util.concurrent.ThreadFactoryBuilder$1
1478:             5            120  com.google.protobuf.FieldSet
1479:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
1480:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
1481:             3            120  io.netty.channel.AbstractChannel$CloseFuture
1482:             3            120  io.netty.channel.DefaultChannelPipeline
1483:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
1484:             5            120  java.math.MathContext
1485:             3            120  java.util.ServiceLoader$LazyIterator
1486:             5            120  java.util.stream.StreamOpFlag$Type
1487:             5            120  org.antlr.v4.runtime.atn.NotSetTransition
1488:             5            120  org.apache.hadoop.conf.Configuration$Resource
1489:             3            120  org.apache.hadoop.fs.FileSystem$Statistics$StatisticsData
1490:             5            120  org.apache.hadoop.fs.XAttr$NameSpace
1491:             1            120  org.apache.hadoop.hdfs.DFSClient
1492:             3            120  org.apache.hadoop.hdfs.protocol.Block
1493:             1            120  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$HdfsFileStatusProto
1494:             5            120  org.apache.hadoop.hdfs.server.common.HdfsServerConstants$ReplicaState
1495:             5            120  org.apache.hadoop.hive.metastore.MetaStoreDirectSql$DB
1496:             5            120  org.apache.hadoop.hive.metastore.api.HiveObjectType
1497:             5            120  org.apache.hadoop.hive.serde2.objectinspector.ObjectInspector$Category
1498:             5            120  org.apache.spark.SparkConf$DeprecatedConfig
1499:             1            120  org.apache.spark.executor.Executor
1500:             3            120  org.apache.spark.internal.config.FallbackConfigEntry
1501:             5            120  org.apache.spark.internal.config.TypedConfigBuilder$$anonfun$checkValue$1
1502:             1            120  org.apache.spark.scheduler.DAGScheduler
1503:             3            120  org.apache.spark.sql.catalyst.catalog.CatalogStorageFormat
1504:             3            120  org.apache.spark.sql.execution.datasources.CatalogFileIndex
1505:             3            120  org.apache.xerces.impl.dtd.XMLEntityDecl
1506:             1            120  org.datanucleus.NucleusContext
1507:             5            120  org.datanucleus.metadata.MetadataFileType
1508:             3            120  org.datanucleus.metadata.PrimaryKeyMetaData
1509:             3            120  org.datanucleus.plugin.Bundle
1510:             5            120  org.datanucleus.query.symbol.PropertySymbol
1511:             5            120  org.datanucleus.store.rdbms.request.RequestType
1512:             1            120  org.datanucleus.store.rdbms.scostore.MapKeySetStore
1513:             5            120  org.datanucleus.store.rdbms.sql.SQLJoin$JoinType
1514:             1            120  org.datanucleus.store.rdbms.sql.SQLStatement
1515:             3            120  org.slf4j.bridge.SLF4JBridgeHandler
1516:             3            120  org.spark_project.jetty.http.MetaData$Response
1517:             5            120  scala.collection.concurrent.INode
1518:             5            120  scala.collection.convert.Wrappers$JConcurrentMapWrapper
1519:             5            120  scala.collection.mutable.ArraySeq
1520:             3            120  scala.io.Codec
1521:             5            120  scala.math.BigDecimal
1522:             1            120  scala.package$
1523:             5            120  scala.reflect.internal.AnnotationInfos$ArrayAnnotArg
1524:             3            120  scala.reflect.internal.Trees$If
1525:             5            120  scala.reflect.runtime.ThreadLocalStorage$MyThreadLocalStorage
1526:             5            120  scala.tools.nsc.settings.MutableSettings$EnableSettings
1527:             5            120  scala.tools.nsc.settings.Warnings$$anonfun$1$$anonfun$apply$1
1528:             3            120  sun.misc.Cleaner
1529:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
1530:             3            120  sun.nio.ch.SelectionKeyImpl
1531:             5            120  sun.security.jca.ServiceId
1532:             4            112  [Lcom.fasterxml.jackson.databind.ser.Serializers;
1533:             2            112  [Ljava.lang.invoke.MethodType;
1534:             2            112  [Ljava.security.CryptoPrimitive;
1535:             1            112  [Ljava.time.LocalTime;
1536:             4            112  [Lorg.apache.hadoop.hdfs.protocol.DatanodeInfo;
1537:             2            112  [Lorg.apache.hadoop.hdfs.protocol.proto.DatanodeProtocolProtos$DatanodeCommandProto$Type;
1538:             2            112  [Lorg.apache.hadoop.hive.metastore.api.Index$_Fields;
1539:             2            112  [Lorg.apache.parquet.format.SchemaElement$_Fields;
1540:             2            112  com.jolbox.bonecp.Statistics
1541:             2            112  io.netty.bootstrap.ServerBootstrap
1542:             1            112  io.netty.channel.socket.nio.NioSocketChannel
1543:             7            112  java.util.IdentityHashMap$KeySet
1544:             2            112  org.antlr.v4.runtime.atn.ATN
1545:             1            112  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$DatanodeInfoProto
1546:             1            112  org.apache.hadoop.metrics2.impl.MetricsSystemImpl
1547:             2            112  org.apache.spark.memory.StorageMemoryPool
1548:             1            112  org.apache.spark.repl.SparkILoop
1549:             2            112  org.apache.spark.sql.catalyst.analysis.UnresolvedFunction
1550:             2            112  org.apache.spark.sql.hive.client.HiveClientImpl
1551:             1            112  org.apache.spark.ui.exec.ExecutorTaskSummary
1552:             1            112  org.apache.xerces.impl.XMLEntityManager
1553:             2            112  org.datanucleus.TransactionImpl
1554:             1            112  org.datanucleus.query.compiler.JDOQLCompiler
1555:             7            112  org.datanucleus.store.rdbms.query.StatementParameterMapping
1556:             1            112  org.spark_project.jetty.util.thread.QueuedThreadPool
1557:             2            112  scala.reflect.internal.StdNames$TermNames$raw$
1558:             7            112  scala.sys.BooleanProp$$anonfun$keyExists$1
1559:             1            112  scala.tools.nsc.Global$$anon$2
1560:             1            112  scala.tools.nsc.Global$genBCode$
1561:             2            112  scala.tools.nsc.backend.jvm.BCodeAsmCommon
1562:             2            112  scala.tools.nsc.settings.MutableSettings$PrefixSetting
1563:             7            112  scala.xml.Atom
1564:             1            112  sun.nio.ch.SocketChannelImpl
1565:             7            112  sun.reflect.generics.tree.TypeVariableSignature
1566:             2            112  sun.security.provider.SHA
1567:             1            104  [Lorg.apache.parquet.format.ConvertedType;
1568:             1            104  [Lorg.apache.parquet.schema.OriginalType;
1569:             1            104  org.apache.spark.MapOutputTrackerMaster
1570:             1            104  org.apache.spark.repl.ExecutorClassLoader
1571:             1            104  org.apache.spark.sql.execution.exchange.ShuffleExchange
1572:             1            104  org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser
1573:             1            104  org.spark_project.guava.collect.MapMaker$ComputingMapAdapter
1574:             1            104  org.spark_project.jetty.server.Server
1575:             1            104  org.spark_project.jetty.server.ServerConnector$ServerConnectorManager
1576:             3             96  [Lcom.fasterxml.jackson.databind.deser.SettableBeanProperty;
1577:             2             96  [Lcom.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket;
1578:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory;
1579:             2             96  [Lcom.sun.management.VMOption$Origin;
1580:             2             96  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State;
1581:             4             96  [Loracle.jdbc.driver.Binder;
1582:             4             96  [Lorg.antlr.v4.runtime.dfa.DFAState$PredPrediction;
1583:             2             96  [Lorg.apache.hadoop.hdfs.protocol.proto.AclProtos$AclEntryProto$FsActionProto;
1584:             1             96  [Lorg.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption;
1585:             2             96  [Lorg.apache.hadoop.hive.metastore.api.Database$_Fields;
1586:             2             96  [Lorg.apache.hadoop.hive.metastore.api.DropPartitionsRequest$_Fields;
1587:             2             96  [Lorg.apache.hadoop.hive.metastore.api.Function$_Fields;
1588:             2             96  [Lorg.apache.hadoop.hive.metastore.api.GrantRevokeRoleRequest$_Fields;
1589:             2             96  [Lorg.apache.hadoop.hive.metastore.api.Partition$_Fields;
1590:             2             96  [Lorg.spark_project.guava.cache.LocalCache$EntryFactory;
1591:             3             96  [Lorg.spark_project.guava.cache.LocalCache$Segment;
1592:             1             96  [Lorg.spark_project.jetty.http.HttpField;
1593:             4             96  com.fasterxml.jackson.annotation.JsonProperty$Access
1594:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1595:             3             96  com.fasterxml.jackson.databind.PropertyMetadata
1596:             3             96  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
1597:             4             96  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
1598:             4             96  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
1599:             6             96  com.fasterxml.jackson.module.scala.JacksonModule$$anonfun$$plus$eq$3
1600:             4             96  com.google.common.collect.AbstractIterator$State
1601:             4             96  com.google.common.collect.RegularImmutableMap$TerminalEntry
1602:             3             96  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Label
1603:             3             96  com.google.protobuf.DescriptorProtos$FieldOptions$CType
1604:             3             96  com.google.protobuf.DescriptorProtos$FileOptions$OptimizeMode
1605:             3             96  com.google.protobuf.GeneratedMessage$FieldAccessorTable
1606:             4             96  com.google.protobuf.LiteralByteString
1607:             2             96  com.jolbox.bonecp.ConnectionTesterThread
1608:             1             96  com.run.nssa.dataset.DENGBAO$WA_CP_0001
1609:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1610:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1611:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1612:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1613:             2             96  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
1614:             4             96  io.netty.util.ResourceLeakDetector$Level
1615:             2             96  java.lang.ThreadGroup
1616:             3             96  java.net.Inet6Address
1617:             3             96  java.net.Inet6Address$Inet6AddressHolder
1618:             3             96  java.nio.DirectByteBuffer$Deallocator
1619:             2             96  java.nio.HeapCharBuffer
1620:             4             96  java.sql.PseudoColumnUsage
1621:             4             96  java.text.Normalizer$Form
1622:             6             96  java.util.LinkedHashMap$LinkedKeySet
1623:             3             96  java.util.ServiceLoader
1624:             2             96  java.util.concurrent.ArrayBlockingQueue
1625:             4             96  java.util.stream.StreamShape
1626:             2             96  javax.management.openmbean.TabularType
1627:             4             96  oracle.jdbc.driver.T4CTTIfob
1628:             4             96  oracle.jdbc.driver.T4CTypeRep
1629:             4             96  oracle.net.ano.AnoComm
1630:             4             96  oracle.sql.CharacterSetAL16UTF16
1631:             3             96  org.antlr.v4.runtime.VocabularyImpl
1632:             3             96  org.antlr.v4.runtime.atn.PredicateTransition
1633:             4             96  org.antlr.v4.runtime.dfa.DFAState$PredPrediction
1634:             2             96  org.apache.calcite.avatica.DriverVersion
1635:             2             96  org.apache.calcite.avatica.DriverVersion
1636:             4             96  org.apache.calcite.avatica.UnregisteredDriver$JdbcVersion
1637:             4             96  org.apache.calcite.avatica.UnregisteredDriver$JdbcVersion
1638:             4             96  org.apache.hadoop.fs.permission.AclEntryType
1639:             4             96  org.apache.hadoop.ha.HAServiceProtocol$HAServiceState
1640:             4             96  org.apache.hadoop.hdfs.StorageType
1641:             4             96  org.apache.hadoop.hdfs.protocol.HdfsConstants$DatanodeReportType
1642:             4             96  org.apache.hadoop.hdfs.protocol.datatransfer.ReplaceDatanodeOnFailure$Policy
1643:             3             96  org.apache.hadoop.hdfs.protocol.proto.ClientNamenodeProtocolProtos$RollingUpgradeActionProto
1644:             3             96  org.apache.hadoop.hdfs.protocol.proto.ClientNamenodeProtocolProtos$SafeModeActionProto
1645:             3             96  org.apache.hadoop.hdfs.protocol.proto.DatanodeProtocolProtos$BlockCommandProto$Action
1646:             3             96  org.apache.hadoop.hdfs.protocol.proto.DatanodeProtocolProtos$ReceivedDeletedBlockInfoProto$BlockStatus
1647:             3             96  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$ChecksumTypeProto
1648:             3             96  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$DatanodeInfoProto$AdminState
1649:             3             96  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$HdfsFileStatusProto$FileType
1650:             3             96  org.apache.hadoop.hdfs.protocol.proto.HdfsProtos$NamenodeRegistrationProto$NamenodeRoleProto
1651:             3             96  org.apache.hadoop.hdfs.protocol.proto.InotifyProtos$INodeType
1652:             1             96  org.apache.hadoop.hdfs.shortcircuit.ShortCircuitCache
1653:             4             96  org.apache.hadoop.hive.metastore.ObjectStore$TXN_STATUS
1654:             4             96  org.apache.hadoop.hive.metastore.TableType
1655:             3             96  org.apache.hadoop.hive.metastore.api.FieldSchema$_Fields
1656:             3             96  org.apache.hadoop.hive.metastore.api.GrantRevokePrivilegeRequest$_Fields
1657:             3             96  org.apache.hadoop.hive.metastore.api.OpenTxnRequest$_Fields
1658:             3             96  org.apache.hadoop.hive.metastore.api.Role$_Fields
1659:             3             96  org.apache.hadoop.hive.metastore.api.SerDeInfo$_Fields
1660:             3             96  org.apache.hadoop.hive.metastore.api.SkewedInfo$_Fields
1661:             3             96  org.apache.hadoop.hive.metastore.api.TableStatsRequest$_Fields
1662:             4             96  org.apache.hadoop.hive.ql.security.authorization.PrivilegeScope
1663:             2             96  org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd.SQLStdHiveAccessController
1664:             3             96  org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcKindProto
1665:             3             96  org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcRequestHeaderProto$OperationProto
1666:             3             96  org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcResponseHeaderProto$RpcStatusProto
1667:             4             96  org.apache.hadoop.metrics2.annotation.Metric$Type
1668:             3             96  org.apache.hadoop.security.token.Token
1669:             4             96  org.apache.parquet.format.CompressionCodec
1670:             4             96  org.apache.parquet.format.PageType
1671:             4             96  org.apache.spark.JobExecutionStatus
1672:             6             96  org.apache.spark.internal.config.ConfigBuilder$$anonfun$timeConf$1
1673:             6             96  org.apache.spark.internal.config.ConfigBuilder$$anonfun$timeConf$2
1674:             4             96  org.apache.spark.internal.config.ConfigReader
1675:             4             96  org.apache.spark.internal.config.TypedConfigBuilder$$anonfun$checkValues$1
1676:             3             96  org.apache.spark.sql.execution.datasources.jdbc.JDBCRelation
1677:             1             96  org.apache.spark.sql.hive.HiveExternalCatalog$
1678:             1             96  org.apache.spark.sql.hive.client.IsolatedClientLoader$$anon$1
1679:             3             96  org.apache.spark.ui.JettyUtils$$anon$4
1680:             1             96  org.apache.xerces.impl.dtd.XMLDTDProcessor
1681:             3             96  org.apache.xerces.util.XMLResourceIdentifierImpl
1682:             3             96  org.apache.xerces.xni.QName
1683:             2             96  org.codehaus.jackson.map.MapperConfig$Base
1684:             2             96  org.codehaus.jackson.sym.CharsToNameCanonicalizer
1685:             2             96  org.datanucleus.api.jdo.JDOPersistenceManager
1686:             4             96  org.datanucleus.metadata.FieldPersistenceModifier
1687:             4             96  org.datanucleus.metadata.InheritanceStrategy
1688:             4             96  org.datanucleus.plugin.Bundle$BundleDescription
1689:             4             96  org.datanucleus.query.expression.Expression$MonadicOperator
1690:             4             96  org.datanucleus.store.rdbms.query.QueryToSQLMapper$SQLTableMapping
1691:             2             96  org.datanucleus.store.rdbms.sql.expression.StringLiteral
1692:             4             96  org.spark_project.guava.collect.AbstractIterator$State
1693:             3             96  org.spark_project.guava.collect.MapMakerInternalMap$StrongEntry
1694:             3             96  org.spark_project.guava.collect.MapMakerInternalMap$WeakValueReference
1695:             4             96  org.spark_project.jetty.io.ManagedSelector$SelectorProducer
1696:             4             96  org.spark_project.jetty.server.handler.ContextHandler$Availability
1697:             4             96  org.spark_project.jetty.servlet.BaseHolder$Source
1698:             4             96  org.spark_project.jetty.util.component.ContainerLifeCycle$Managed
1699:             4             96  parquet.format.CompressionCodec
1700:             4             96  scala.PartialFunction$OrElse
1701:             3             96  scala.collection.immutable.RedBlackTree$BlackTree
1702:             1             96  scala.concurrent.duration.Duration$
1703:             4             96  scala.concurrent.impl.ExecutionContextImpl$$anon$1
1704:             2             96  scala.reflect.internal.Scopes$EmptyScope$
1705:             2             96  scala.reflect.internal.Trees$ModuleDef
1706:             2             96  scala.reflect.internal.Trees$noSelfType$
1707:             2             96  scala.reflect.internal.tpe.TypeMaps$SubstSymMap
1708:             4             96  scala.reflect.internal.util.FreshNameCreator
1709:             3             96  scala.reflect.io.File
1710:             4             96  scala.tools.nsc.ast.TreeDSL$CODE$
1711:             2             96  scala.tools.nsc.backend.icode.BasicBlocks$BasicBlock
1712:             3             96  scala.tools.nsc.reporters.Reporter$Severity
1713:             6             96  scala.tools.nsc.settings.MutableSettings$MultiChoiceSetting$ChoiceOrVal$
1714:             3             96  scala.tools.nsc.settings.SpecificScalaVersion
1715:             2             96  scala.tools.nsc.typechecker.Implicits$$anon$4
1716:             4             96  scala.util.DynamicVariable
1717:             4             96  scala.util.DynamicVariable$$anon$1
1718:             2             96  sun.management.GarbageCollectorImpl
1719:             4             96  sun.misc.FormattedFloatingDecimal$Form
1720:             1             96  sun.misc.Launcher$AppClassLoader
1721:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo
1722:             3             96  sun.nio.ch.ServerSocketAdaptor
1723:             2             96  sun.nio.cs.StreamDecoder
1724:             1             96  sun.security.jca.ProviderList$1
1725:             3             96  sun.security.x509.AlgorithmId
1726:             2             96  sun.security.x509.X500Name
1727:             3             96  sun.util.locale.provider.LocaleResources
1728:             2             88  [Lcom.google.common.collect.RegularImmutableMap$LinkedEntry;
1729:             1             88  [Lcom.google.protobuf.Descriptors$FieldDescriptor$Type;
1730:             1             88  [Lnet.jpountz.lz4.LZ4Compressor;
1731:             1             88  [Lorg.apache.hadoop.hive.serde2.objectinspector.PrimitiveObjectInspector$PrimitiveCategory;
1732:             2             88  [Lorg.apache.spark.sql.types.AbstractDataType;
1733:             1             88  [Lorg.fusesource.jansi.Ansi$Attribute;
1734:             2             88  [Lorg.spark_project.jetty.http.HttpHeaderValue;
1735:             1             88  [Lorg.spark_project.jetty.http.MimeTypes$Type;
1736:             1             88  [Lsun.security.util.ObjectIdentifier;
1737:             1             88  [[Ljava.lang.Byte;
1738:             1             88  com.fasterxml.jackson.module.scala.ser.OptionPropertyWriter
1739:             1             88  org.apache.hadoop.hive.metastore.AggregateStatsCache
1740:             1             88  org.apache.spark.SecurityManager
1741:             1             88  org.apache.spark.SparkEnv
1742:             1             88  org.apache.spark.rpc.netty.NettyRpcEnv
1743:             1             88  org.apache.spark.sql.execution.ShuffledRowRDD
1744:             1             88  org.apache.spark.sql.hive.HiveSessionStateBuilder$$anon$2
1745:             1             88  org.apache.spark.util.Utils$
1746:             1             88  org.datanucleus.store.rdbms.adapter.OracleAdapter
1747:             1             88  org.datanucleus.store.rdbms.identifier.DNIdentifierFactory
1748:             1             88  org.spark_project.jetty.server.HttpConnectionFactory
1749:             1             88  org.spark_project.jetty.server.handler.ContextHandlerCollection
1750:             1             88  scala.collection.convert.Wrappers$
1751:             1             88  scala.math.BigDecimal$RoundingMode$
1752:             1             88  scala.reflect.ClassTag$
1753:             1             88  scala.reflect.ManifestFactory$
1754:             1             88  scala.reflect.internal.Mirrors$Roots$EmptyPackage
1755:             1             88  scala.reflect.internal.Mirrors$Roots$RootPackage
1756:             1             88  scala.reflect.internal.Mode$
1757:             1             88  scala.reflect.runtime.Settings
1758:             1             88  scala.tools.nsc.interpreter.IMain$TranslatingClassLoader
1759:             1             88  scala.tools.nsc.interpreter.ReplProps
1760:             1             88  scala.tools.nsc.settings.ScalaSettings$YoptWarningsChoices$
1761:             1             88  scala.tools.nsc.settings.ScalaSettings$YstatisticsPhases$
1762:             1             88  scala.tools.nsc.settings.ScalaSettings$languageFeatures$
1763:             1             88  scala.tools.nsc.typechecker.ContextMode$
1764:             1             88  sun.misc.Launcher$ExtClassLoader
1765:             2             80  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
1766:             2             80  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
1767:             4             80  [Lcom.google.protobuf.Descriptors$Descriptor;
1768:             1             80  [Ljava.time.temporal.ChronoUnit;
1769:             4             80  [Ljava.util.Map$Entry;
1770:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
1771:             3             80  [Ljavax.security.auth.login.AppConfigurationEntry;
1772:             2             80  [Lorg.apache.hadoop.fs.XAttr$NameSpace;
